date,year,yday,wday,hai,region,sex,cases_day,deaths_day,dalys_day
2011-07-14,2011,195,4,UTI,EU/EEA,Female,416,7,129.6
2011-07-14,2011,195,4,BSI,EU/EEA,Male,50,7,108.21
2011-07-14,2011,195,4,CDI,EU/EEA,Male,66,4,38.36
2011-07-14,2011,195,4,HAP,EU/EEA,Male,230,9,150.26
2011-07-14,2011,195,4,SSI,EU/EEA,Male,206,5,63.61
2011-07-14,2011,195,4,UTI,EU/EEA,Male,451,8,140.4
2011-07-14,2011,195,4,BSI,Germany,Female,33,5,71.23
2011-07-14,2011,195,4,CDI,Germany,Female,60,3,34.87
2011-07-14,2011,195,4,HAP,Germany,Female,171,6,111.77
2011-07-14,2011,195,4,SSI,Germany,Female,125,3,38.55
2011-07-14,2011,195,4,UTI,Germany,Female,378,6,117.82
2011-07-14,2011,195,4,BSI,Germany,Male,45,7,98.37
2011-07-14,2011,195,4,CDI,Germany,Male,60,3,34.87
2011-07-14,2011,195,4,HAP,Germany,Male,210,8,136.61
2011-07-14,2011,195,4,SSI,Germany,Male,187,5,57.83
2011-07-14,2011,195,4,UTI,Germany,Male,410,7,127.65
2011-07-15,2011,196,5,BSI,EU/EEA,Female,37,5,79.88
2011-07-15,2011,196,5,CDI,EU/EEA,Female,67,4,39.1
2011-07-15,2011,196,5,HAP,EU/EEA,Female,192,7,125.34
2011-07-15,2011,196,5,SSI,EU/EEA,Female,140,3,43.23
2011-07-15,2011,196,5,UTI,EU/EEA,Female,424,7,132.12
2011-07-15,2011,196,5,BSI,EU/EEA,Male,51,7,110.31
2011-07-15,2011,196,5,CDI,EU/EEA,Male,67,4,39.1
2011-07-15,2011,196,5,HAP,EU/EEA,Male,235,9,153.18
2011-07-15,2011,196,5,SSI,EU/EEA,Male,210,5,64.84
2011-07-15,2011,196,5,UTI,EU/EEA,Male,460,8,143.13
2011-07-15,2011,196,5,BSI,Germany,Female,34,5,72.61
2011-07-15,2011,196,5,CDI,Germany,Female,61,3,35.55
2011-07-15,2011,196,5,HAP,Germany,Female,175,6,113.94
2011-07-15,2011,196,5,SSI,Germany,Female,127,3,39.3
2011-07-15,2011,196,5,UTI,Germany,Female,386,7,120.11
2011-07-15,2011,196,5,BSI,Germany,Male,46,7,100.27
2011-07-15,2011,196,5,CDI,Germany,Male,61,3,35.55
2011-07-15,2011,196,5,HAP,Germany,Male,214,8,139.26
2011-07-15,2011,196,5,SSI,Germany,Male,190,5,58.95
2011-07-15,2011,196,5,UTI,Germany,Male,418,7,130.12
2011-07-16,2011,197,6,BSI,EU/EEA,Female,33,5,72.27
2011-07-16,2011,197,6,CDI,EU/EEA,Female,61,3,35.38
2011-07-16,2011,197,6,HAP,EU/EEA,Female,174,7,113.4
2011-07-16,2011,197,6,SSI,EU/EEA,Female,126,3,39.11
2011-07-16,2011,197,6,UTI,EU/EEA,Female,384,7,119.54
2011-07-16,2011,197,6,BSI,EU/EEA,Male,46,7,99.8
2011-07-16,2011,197,6,CDI,EU/EEA,Male,61,3,35.38
2011-07-16,2011,197,6,HAP,EU/EEA,Male,213,8,138.59
2011-07-16,2011,197,6,SSI,EU/EEA,Male,190,5,58.67
2011-07-16,2011,197,6,UTI,EU/EEA,Male,416,7,129.5
2011-07-16,2011,197,6,BSI,Germany,Female,30,4,65.7
2011-07-16,2011,197,6,CDI,Germany,Female,55,3,32.16
2011-07-16,2011,197,6,HAP,Germany,Female,158,6,103.09
2011-07-16,2011,197,6,SSI,Germany,Female,115,3,35.56
2011-07-16,2011,197,6,UTI,Germany,Female,349,6,108.67
2011-07-16,2011,197,6,BSI,Germany,Male,42,6,90.72
2011-07-16,2011,197,6,CDI,Germany,Male,55,3,32.16
2011-07-16,2011,197,6,HAP,Germany,Male,193,7,126
2011-07-16,2011,197,6,SSI,Germany,Male,172,4,53.34
2011-07-16,2011,197,6,UTI,Germany,Male,378,7,117.73
2011-07-17,2011,198,7,BSI,EU/EEA,Female,33,5,72.27
2011-07-17,2011,198,7,CDI,EU/EEA,Female,61,3,35.38
2011-07-17,2011,198,7,HAP,EU/EEA,Female,174,7,113.4
2011-07-17,2011,198,7,SSI,EU/EEA,Female,126,3,39.11
2011-07-17,2011,198,7,UTI,EU/EEA,Female,384,7,119.54
2011-07-17,2011,198,7,BSI,EU/EEA,Male,46,7,99.8
2011-07-17,2011,198,7,CDI,EU/EEA,Male,61,3,35.38
2011-07-17,2011,198,7,HAP,EU/EEA,Male,213,8,138.59
2011-07-17,2011,198,7,SSI,EU/EEA,Male,190,5,58.67
2011-07-17,2011,198,7,UTI,EU/EEA,Male,416,7,129.5
2011-07-17,2011,198,7,BSI,Germany,Female,30,4,65.7
2011-07-17,2011,198,7,CDI,Germany,Female,55,3,32.16
2011-07-17,2011,198,7,HAP,Germany,Female,158,6,103.09
2011-07-17,2011,198,7,SSI,Germany,Female,115,3,35.56
2011-07-17,2011,198,7,UTI,Germany,Female,349,6,108.67
2011-07-17,2011,198,7,BSI,Germany,Male,42,6,90.72
2011-07-17,2011,198,7,CDI,Germany,Male,55,3,32.16
2011-07-17,2011,198,7,HAP,Germany,Male,193,7,126
2011-07-17,2011,198,7,SSI,Germany,Male,172,4,53.34
2011-07-17,2011,198,7,UTI,Germany,Male,378,7,117.73
2011-07-18,2011,199,1,BSI,EU/EEA,Female,35,5,76.07
2011-07-18,2011,199,1,CDI,EU/EEA,Female,64,3,37.24
2011-07-18,2011,199,1,HAP,EU/EEA,Female,183,7,119.37
2011-07-18,2011,199,1,SSI,EU/EEA,Female,133,3,41.17
2011-07-18,2011,199,1,UTI,EU/EEA,Female,404,7,125.83
2011-07-18,2011,199,1,BSI,EU/EEA,Male,49,7,105.06
2011-07-18,2011,199,1,CDI,EU/EEA,Male,64,3,37.24
2011-07-18,2011,199,1,HAP,EU/EEA,Male,224,8,145.89
2011-07-18,2011,199,1,SSI,EU/EEA,Male,200,5,61.76
2011-07-18,2011,199,1,UTI,EU/EEA,Male,438,7,136.31
2011-07-18,2011,199,1,BSI,Germany,Female,32,5,69.16
2011-07-18,2011,199,1,CDI,Germany,Female,58,3,33.86
2011-07-18,2011,199,1,HAP,Germany,Female,166,6,108.51
2011-07-18,2011,199,1,SSI,Germany,Female,121,3,37.43
2011-07-18,2011,199,1,UTI,Germany,Female,367,6,114.39
2011-07-18,2011,199,1,BSI,Germany,Male,44,6,95.5
2011-07-18,2011,199,1,CDI,Germany,Male,58,3,33.86
2011-07-18,2011,199,1,HAP,Germany,Male,203,8,132.63
2011-07-18,2011,199,1,SSI,Germany,Male,181,5,56.14
2011-07-18,2011,199,1,UTI,Germany,Male,398,7,123.93
2011-07-19,2011,200,2,BSI,EU/EEA,Female,35,5,76.07
2011-07-19,2011,200,2,CDI,EU/EEA,Female,64,3,37.24
2011-07-19,2011,200,2,HAP,EU/EEA,Female,183,7,119.37
2011-07-19,2011,200,2,SSI,EU/EEA,Female,133,3,41.17
2011-07-19,2011,200,2,UTI,EU/EEA,Female,404,7,125.83
2011-07-19,2011,200,2,BSI,EU/EEA,Male,49,7,105.06
2011-07-19,2011,200,2,CDI,EU/EEA,Male,64,3,37.24
2011-07-19,2011,200,2,HAP,EU/EEA,Male,224,8,145.89
2011-07-19,2011,200,2,SSI,EU/EEA,Male,200,5,61.76
2011-07-19,2011,200,2,UTI,EU/EEA,Male,438,7,136.31
2011-07-19,2011,200,2,BSI,Germany,Female,32,5,69.16
2011-07-19,2011,200,2,CDI,Germany,Female,58,3,33.86
2011-07-19,2011,200,2,HAP,Germany,Female,166,6,108.51
2011-07-19,2011,200,2,SSI,Germany,Female,121,3,37.43
2011-07-19,2011,200,2,UTI,Germany,Female,367,6,114.39
2011-07-19,2011,200,2,BSI,Germany,Male,44,6,95.5
2011-07-19,2011,200,2,CDI,Germany,Male,58,3,33.86
2011-07-19,2011,200,2,HAP,Germany,Male,203,8,132.63
2011-07-19,2011,200,2,SSI,Germany,Male,181,5,56.14
2011-07-19,2011,200,2,UTI,Germany,Male,398,7,123.93
2011-07-20,2011,201,3,BSI,EU/EEA,Female,36,5,77.59
2011-07-20,2011,201,3,CDI,EU/EEA,Female,65,3,37.99
2011-07-20,2011,201,3,HAP,EU/EEA,Female,187,7,121.76
2011-07-20,2011,201,3,SSI,EU/EEA,Female,136,3,41.99
2011-07-20,2011,201,3,UTI,EU/EEA,Female,412,7,128.35
2011-07-20,2011,201,3,BSI,EU/EEA,Male,50,7,107.16
2011-07-20,2011,201,3,CDI,EU/EEA,Male,65,3,37.99
2011-07-20,2011,201,3,HAP,EU/EEA,Male,228,8,148.8
2011-07-20,2011,201,3,SSI,EU/EEA,Male,204,5,62.99
2011-07-20,2011,201,3,UTI,EU/EEA,Male,446,8,139.04
2011-07-20,2011,201,3,BSI,Germany,Female,33,5,70.54
2011-07-20,2011,201,3,CDI,Germany,Female,59,3,34.53
2011-07-20,2011,201,3,HAP,Germany,Female,170,6,110.68
2011-07-20,2011,201,3,SSI,Germany,Female,123,3,38.18
2011-07-20,2011,201,3,UTI,Germany,Female,375,6,116.67
2011-07-20,2011,201,3,BSI,Germany,Male,45,7,97.41
2011-07-20,2011,201,3,CDI,Germany,Male,59,3,34.53
2011-07-20,2011,201,3,HAP,Germany,Male,207,8,135.28
2011-07-20,2011,201,3,SSI,Germany,Male,185,5,57.27
2011-07-20,2011,201,3,UTI,Germany,Male,406,7,126.41
2011-07-21,2011,202,4,BSI,EU/EEA,Female,36,5,78.35
2011-07-21,2011,202,4,CDI,EU/EEA,Female,66,4,38.36
2011-07-21,2011,202,4,HAP,EU/EEA,Female,188,7,122.95
2011-07-21,2011,202,4,SSI,EU/EEA,Female,137,3,42.41
2011-07-21,2011,202,4,UTI,EU/EEA,Female,416,7,129.6
2011-07-21,2011,202,4,BSI,EU/EEA,Male,50,7,108.21
2011-07-21,2011,202,4,CDI,EU/EEA,Male,66,4,38.36
2011-07-21,2011,202,4,HAP,EU/EEA,Male,230,9,150.26
2011-07-21,2011,202,4,SSI,EU/EEA,Male,206,5,63.61
2011-07-21,2011,202,4,UTI,EU/EEA,Male,451,8,140.4
2011-07-21,2011,202,4,BSI,Germany,Female,33,5,71.23
2011-07-21,2011,202,4,CDI,Germany,Female,60,3,34.87
2011-07-21,2011,202,4,HAP,Germany,Female,171,6,111.77
2011-07-21,2011,202,4,SSI,Germany,Female,125,3,38.55
2011-07-21,2011,202,4,UTI,Germany,Female,378,6,117.82
2011-07-21,2011,202,4,BSI,Germany,Male,45,7,98.37
2011-07-21,2011,202,4,CDI,Germany,Male,60,3,34.87
2011-07-21,2011,202,4,HAP,Germany,Male,210,8,136.61
2011-07-21,2011,202,4,SSI,Germany,Male,187,5,57.83
2011-07-21,2011,202,4,UTI,Germany,Male,410,7,127.65
2011-07-22,2011,203,5,BSI,EU/EEA,Female,37,5,79.88
2011-07-22,2011,203,5,CDI,EU/EEA,Female,67,4,39.1
2011-07-22,2011,203,5,HAP,EU/EEA,Female,192,7,125.34
2011-07-22,2011,203,5,SSI,EU/EEA,Female,140,3,43.23
2011-07-22,2011,203,5,UTI,EU/EEA,Female,424,7,132.12
2011-07-22,2011,203,5,BSI,EU/EEA,Male,51,7,110.31
2011-07-22,2011,203,5,CDI,EU/EEA,Male,67,4,39.1
2011-07-22,2011,203,5,HAP,EU/EEA,Male,235,9,153.18
2011-07-22,2011,203,5,SSI,EU/EEA,Male,210,5,64.84
2011-07-22,2011,203,5,UTI,EU/EEA,Male,460,8,143.13
2011-07-22,2011,203,5,BSI,Germany,Female,34,5,72.61
2011-07-22,2011,203,5,CDI,Germany,Female,61,3,35.55
2011-07-22,2011,203,5,HAP,Germany,Female,175,6,113.94
2011-07-22,2011,203,5,SSI,Germany,Female,127,3,39.3
2011-07-22,2011,203,5,UTI,Germany,Female,386,7,120.11
2011-07-22,2011,203,5,BSI,Germany,Male,46,7,100.27
2011-07-22,2011,203,5,CDI,Germany,Male,61,3,35.55
2011-07-22,2011,203,5,HAP,Germany,Male,214,8,139.26
2011-07-22,2011,203,5,SSI,Germany,Male,190,5,58.95
2011-07-22,2011,203,5,UTI,Germany,Male,418,7,130.12
2011-07-23,2011,204,6,BSI,EU/EEA,Female,33,5,72.27
2011-07-23,2011,204,6,CDI,EU/EEA,Female,61,3,35.38
2011-07-23,2011,204,6,HAP,EU/EEA,Female,174,7,113.4
2011-07-23,2011,204,6,SSI,EU/EEA,Female,126,3,39.11
2011-07-23,2011,204,6,UTI,EU/EEA,Female,384,7,119.54
2011-07-23,2011,204,6,BSI,EU/EEA,Male,46,7,99.8
2011-07-23,2011,204,6,CDI,EU/EEA,Male,61,3,35.38
2011-07-23,2011,204,6,HAP,EU/EEA,Male,213,8,138.59
2011-07-23,2011,204,6,SSI,EU/EEA,Male,190,5,58.67
2011-07-23,2011,204,6,UTI,EU/EEA,Male,416,7,129.5
2011-07-23,2011,204,6,BSI,Germany,Female,30,4,65.7
2011-07-23,2011,204,6,CDI,Germany,Female,55,3,32.16
2011-07-23,2011,204,6,HAP,Germany,Female,158,6,103.09
2011-07-23,2011,204,6,SSI,Germany,Female,115,3,35.56
2011-07-23,2011,204,6,UTI,Germany,Female,349,6,108.67
2011-07-23,2011,204,6,BSI,Germany,Male,42,6,90.72
2011-07-23,2011,204,6,CDI,Germany,Male,55,3,32.16
2011-07-23,2011,204,6,HAP,Germany,Male,193,7,126
2011-07-23,2011,204,6,SSI,Germany,Male,172,4,53.34
2011-07-23,2011,204,6,UTI,Germany,Male,378,7,117.73
2011-07-24,2011,205,7,BSI,EU/EEA,Female,33,5,72.27
2011-07-24,2011,205,7,CDI,EU/EEA,Female,61,3,35.38
2011-07-24,2011,205,7,HAP,EU/EEA,Female,174,7,113.4
2011-07-24,2011,205,7,SSI,EU/EEA,Female,126,3,39.11
2011-07-24,2011,205,7,UTI,EU/EEA,Female,384,7,119.54
2011-07-24,2011,205,7,BSI,EU/EEA,Male,46,7,99.8
2011-07-24,2011,205,7,CDI,EU/EEA,Male,61,3,35.38
2011-07-24,2011,205,7,HAP,EU/EEA,Male,213,8,138.59
2011-07-24,2011,205,7,SSI,EU/EEA,Male,190,5,58.67
2011-07-24,2011,205,7,UTI,EU/EEA,Male,416,7,129.5
2011-07-24,2011,205,7,BSI,Germany,Female,30,4,65.7
2011-07-24,2011,205,7,CDI,Germany,Female,55,3,32.16
2011-07-24,2011,205,7,HAP,Germany,Female,158,6,103.09
2011-07-24,2011,205,7,SSI,Germany,Female,115,3,35.56
2011-07-24,2011,205,7,UTI,Germany,Female,349,6,108.67
2011-07-24,2011,205,7,BSI,Germany,Male,42,6,90.72
2011-07-24,2011,205,7,CDI,Germany,Male,55,3,32.16
2011-07-24,2011,205,7,HAP,Germany,Male,193,7,126
2011-07-24,2011,205,7,SSI,Germany,Male,172,4,53.34
2011-07-24,2011,205,7,UTI,Germany,Male,378,7,117.73
2011-07-25,2011,206,1,BSI,EU/EEA,Female,30,4,65.2
2011-07-25,2011,206,1,CDI,EU/EEA,Female,55,3,31.93
2011-07-25,2011,206,1,HAP,EU/EEA,Female,157,6,102.31
2011-07-25,2011,206,1,SSI,EU/EEA,Female,114,3,35.29
2011-07-25,2011,206,1,UTI,EU/EEA,Female,346,6,107.86
2011-07-25,2011,206,1,BSI,EU/EEA,Male,42,6,90.04
2011-07-25,2011,206,1,CDI,EU/EEA,Male,55,3,31.93
2011-07-25,2011,206,1,HAP,EU/EEA,Male,192,7,125.04
2011-07-25,2011,206,1,SSI,EU/EEA,Male,171,4,52.93
2011-07-25,2011,206,1,UTI,EU/EEA,Male,375,6,116.84
2011-07-25,2011,206,1,BSI,Germany,Female,27,4,59.27
2011-07-25,2011,206,1,CDI,Germany,Female,50,3,29.03
2011-07-25,2011,206,1,HAP,Germany,Female,143,5,93.01
2011-07-25,2011,206,1,SSI,Germany,Female,104,3,32.09
2011-07-25,2011,206,1,UTI,Germany,Female,315,5,98.04
2011-07-25,2011,206,1,BSI,Germany,Male,38,5,81.86
2011-07-25,2011,206,1,CDI,Germany,Male,50,3,29.03
2011-07-25,2011,206,1,HAP,Germany,Male,174,6,113.69
2011-07-25,2011,206,1,SSI,Germany,Male,156,4,48.13
2011-07-25,2011,206,1,UTI,Germany,Male,341,6,106.21
2011-07-26,2011,207,2,BSI,EU/EEA,Female,30,4,65.2
2011-07-26,2011,207,2,CDI,EU/EEA,Female,55,3,31.93
2011-07-26,2011,207,2,HAP,EU/EEA,Female,157,6,102.31
2011-07-26,2011,207,2,SSI,EU/EEA,Female,114,3,35.29
2011-07-26,2011,207,2,UTI,EU/EEA,Female,346,6,107.86
2011-07-26,2011,207,2,BSI,EU/EEA,Male,42,6,90.04
2011-07-26,2011,207,2,CDI,EU/EEA,Male,55,3,31.93
2011-07-26,2011,207,2,HAP,EU/EEA,Male,192,7,125.04
2011-07-26,2011,207,2,SSI,EU/EEA,Male,171,4,52.93
2011-07-26,2011,207,2,UTI,EU/EEA,Male,375,6,116.84
2011-07-26,2011,207,2,BSI,Germany,Female,27,4,59.27
2011-07-26,2011,207,2,CDI,Germany,Female,50,3,29.03
2011-07-26,2011,207,2,HAP,Germany,Female,143,5,93.01
2011-07-26,2011,207,2,SSI,Germany,Female,104,3,32.09
2011-07-26,2011,207,2,UTI,Germany,Female,315,5,98.04
2011-07-26,2011,207,2,BSI,Germany,Male,38,5,81.86
2011-07-26,2011,207,2,CDI,Germany,Male,50,3,29.03
2011-07-26,2011,207,2,HAP,Germany,Male,174,6,113.69
2011-07-26,2011,207,2,SSI,Germany,Male,156,4,48.13
2011-07-26,2011,207,2,UTI,Germany,Male,341,6,106.21
2011-07-27,2011,208,3,BSI,EU/EEA,Female,31,4,66.5
2011-07-27,2011,208,3,CDI,EU/EEA,Female,56,3,32.57
2011-07-27,2011,208,3,HAP,EU/EEA,Female,160,6,104.36
2011-07-27,2011,208,3,SSI,EU/EEA,Female,116,3,35.99
2011-07-27,2011,208,3,UTI,EU/EEA,Female,353,6,110.01
2011-07-27,2011,208,3,BSI,EU/EEA,Male,42,6,91.84
2011-07-27,2011,208,3,CDI,EU/EEA,Male,56,3,32.57
2011-07-27,2011,208,3,HAP,EU/EEA,Male,196,7,127.54
2011-07-27,2011,208,3,SSI,EU/EEA,Male,174,4,53.99
2011-07-27,2011,208,3,UTI,EU/EEA,Male,383,7,119.18
2011-07-27,2011,208,3,BSI,Germany,Female,28,4,60.46
2011-07-27,2011,208,3,CDI,Germany,Female,51,3,29.61
2011-07-27,2011,208,3,HAP,Germany,Female,145,5,94.87
2011-07-27,2011,208,3,SSI,Germany,Female,106,3,32.73
2011-07-27,2011,208,3,UTI,Germany,Female,321,6,100
2011-07-27,2011,208,3,BSI,Germany,Male,39,6,83.49
2011-07-27,2011,208,3,CDI,Germany,Male,51,3,29.61
2011-07-27,2011,208,3,HAP,Germany,Male,178,7,115.96
2011-07-27,2011,208,3,SSI,Germany,Male,159,4,49.09
2011-07-27,2011,208,3,UTI,Germany,Male,348,6,108.34
2011-07-28,2011,209,4,BSI,EU/EEA,Female,31,4,67.16
2011-07-28,2011,209,4,CDI,EU/EEA,Female,57,3,32.89
2011-07-28,2011,209,4,HAP,EU/EEA,Female,162,6,105.38
2011-07-28,2011,209,4,SSI,EU/EEA,Female,117,3,36.34
2011-07-28,2011,209,4,UTI,EU/EEA,Female,357,6,111.09
2011-07-28,2011,209,4,BSI,EU/EEA,Male,43,6,92.74
2011-07-28,2011,209,4,CDI,EU/EEA,Male,57,3,32.89
2011-07-28,2011,209,4,HAP,EU/EEA,Male,197,7,128.79
2011-07-28,2011,209,4,SSI,EU/EEA,Male,176,4,54.52
2011-07-28,2011,209,4,UTI,EU/EEA,Male,386,7,120.35
2011-07-28,2011,209,4,BSI,Germany,Female,28,4,61.05
2011-07-28,2011,209,4,CDI,Germany,Female,52,3,29.9
2011-07-28,2011,209,4,HAP,Germany,Female,147,5,95.8
2011-07-28,2011,209,4,SSI,Germany,Female,107,3,33.05
2011-07-28,2011,209,4,UTI,Germany,Female,324,6,100.98
2011-07-28,2011,209,4,BSI,Germany,Male,39,6,84.31
2011-07-28,2011,209,4,CDI,Germany,Male,52,3,29.9
2011-07-28,2011,209,4,HAP,Germany,Male,180,7,117.1
2011-07-28,2011,209,4,SSI,Germany,Male,160,4,49.57
2011-07-28,2011,209,4,UTI,Germany,Male,351,6,109.4
2011-07-29,2011,210,5,BSI,EU/EEA,Female,32,4,68.46
2011-07-29,2011,210,5,CDI,EU/EEA,Female,58,3,33.52
2011-07-29,2011,210,5,HAP,EU/EEA,Female,165,6,107.43
2011-07-29,2011,210,5,SSI,EU/EEA,Female,120,3,37.05
2011-07-29,2011,210,5,UTI,EU/EEA,Female,364,6,113.25
2011-07-29,2011,210,5,BSI,EU/EEA,Male,44,6,94.54
2011-07-29,2011,210,5,CDI,EU/EEA,Male,58,3,33.52
2011-07-29,2011,210,5,HAP,EU/EEA,Male,201,8,131.29
2011-07-29,2011,210,5,SSI,EU/EEA,Male,180,4,55.57
2011-07-29,2011,210,5,UTI,EU/EEA,Male,394,7,122.68
2011-07-29,2011,210,5,BSI,Germany,Female,29,4,62.23
2011-07-29,2011,210,5,CDI,Germany,Female,52,3,30.48
2011-07-29,2011,210,5,HAP,Germany,Female,150,6,97.67
2011-07-29,2011,210,5,SSI,Germany,Female,109,3,33.69
2011-07-29,2011,210,5,UTI,Germany,Female,331,6,102.94
2011-07-29,2011,210,5,BSI,Germany,Male,40,6,85.95
2011-07-29,2011,210,5,CDI,Germany,Male,52,3,30.48
2011-07-29,2011,210,5,HAP,Germany,Male,183,7,119.37
2011-07-29,2011,210,5,SSI,Germany,Male,163,4,50.53
2011-07-29,2011,210,5,UTI,Germany,Male,358,6,111.52
2011-07-30,2011,211,6,BSI,EU/EEA,Female,29,4,61.94
2011-07-30,2011,211,6,CDI,EU/EEA,Female,52,3,30.33
2011-07-30,2011,211,6,HAP,EU/EEA,Female,149,6,97.2
2011-07-30,2011,211,6,SSI,EU/EEA,Female,108,3,33.52
2011-07-30,2011,211,6,UTI,EU/EEA,Female,329,6,102.46
2011-07-30,2011,211,6,BSI,EU/EEA,Male,39,6,85.54
2011-07-30,2011,211,6,CDI,EU/EEA,Male,52,3,30.33
2011-07-30,2011,211,6,HAP,EU/EEA,Male,182,7,118.79
2011-07-30,2011,211,6,SSI,EU/EEA,Male,162,4,50.28
2011-07-30,2011,211,6,UTI,EU/EEA,Male,356,6,111
2011-07-30,2011,211,6,BSI,Germany,Female,26,4,56.31
2011-07-30,2011,211,6,CDI,Germany,Female,47,3,27.58
2011-07-30,2011,211,6,HAP,Germany,Female,135,5,88.36
2011-07-30,2011,211,6,SSI,Germany,Female,99,2,30.48
2011-07-30,2011,211,6,UTI,Germany,Female,299,5,93.14
2011-07-30,2011,211,6,BSI,Germany,Male,36,5,77.76
2011-07-30,2011,211,6,CDI,Germany,Male,47,3,27.58
2011-07-30,2011,211,6,HAP,Germany,Male,166,6,108
2011-07-30,2011,211,6,SSI,Germany,Male,148,4,45.72
2011-07-30,2011,211,6,UTI,Germany,Male,324,6,100.9
2011-07-31,2011,212,7,BSI,EU/EEA,Female,29,4,61.94
2011-07-31,2011,212,7,CDI,EU/EEA,Female,52,3,30.33
2011-07-31,2011,212,7,HAP,EU/EEA,Female,149,6,97.2
2011-07-31,2011,212,7,SSI,EU/EEA,Female,108,3,33.52
2011-07-31,2011,212,7,UTI,EU/EEA,Female,329,6,102.46
2011-07-31,2011,212,7,BSI,EU/EEA,Male,39,6,85.54
2011-07-31,2011,212,7,CDI,EU/EEA,Male,52,3,30.33
2011-07-31,2011,212,7,HAP,EU/EEA,Male,182,7,118.79
2011-07-31,2011,212,7,SSI,EU/EEA,Male,162,4,50.28
2011-07-31,2011,212,7,UTI,EU/EEA,Male,356,6,111
2011-07-31,2011,212,7,BSI,Germany,Female,26,4,56.31
2011-07-31,2011,212,7,CDI,Germany,Female,47,3,27.58
2011-07-31,2011,212,7,HAP,Germany,Female,135,5,88.36
2011-07-31,2011,212,7,SSI,Germany,Female,99,2,30.48
2011-07-31,2011,212,7,UTI,Germany,Female,299,5,93.14
2011-07-31,2011,212,7,BSI,Germany,Male,36,5,77.76
2011-07-31,2011,212,7,CDI,Germany,Male,47,3,27.58
2011-07-31,2011,212,7,HAP,Germany,Male,166,6,108
2011-07-31,2011,212,7,SSI,Germany,Male,148,4,45.72
2011-07-31,2011,212,7,UTI,Germany,Male,324,6,100.9
2011-08-08,2011,220,1,BSI,EU/EEA,Female,31,5,70.27
2011-08-08,2011,220,1,CDI,EU/EEA,Female,47,3,28.47
2011-08-08,2011,220,1,HAP,EU/EEA,Female,136,5,93.59
2011-08-08,2011,220,1,SSI,EU/EEA,Female,105,3,34.31
2011-08-08,2011,220,1,UTI,EU/EEA,Female,335,6,109.91
2011-08-08,2011,220,1,BSI,EU/EEA,Male,43,6,97.04
2011-08-08,2011,220,1,CDI,EU/EEA,Male,47,3,28.47
2011-08-08,2011,220,1,HAP,EU/EEA,Male,167,7,114.39
2011-08-08,2011,220,1,SSI,EU/EEA,Male,158,4,51.47
2011-08-08,2011,220,1,UTI,EU/EEA,Male,363,7,119.07
2011-08-08,2011,220,1,BSI,Germany,Female,28,4,63.89
2011-08-08,2011,220,1,CDI,Germany,Female,42,2,25.89
2011-08-08,2011,220,1,HAP,Germany,Female,124,5,85.07
2011-08-08,2011,220,1,SSI,Germany,Female,96,3,31.2
2011-08-08,2011,220,1,UTI,Germany,Female,305,6,99.91
2011-08-08,2011,220,1,BSI,Germany,Male,39,6,88.21
2011-08-08,2011,220,1,CDI,Germany,Male,42,2,25.89
2011-08-08,2011,220,1,HAP,Germany,Male,151,6,103.99
2011-08-08,2011,220,1,SSI,Germany,Male,144,4,46.8
2011-08-08,2011,220,1,UTI,Germany,Male,330,6,108.24
2011-08-09,2011,221,2,BSI,EU/EEA,Female,31,5,70.27
2011-08-09,2011,221,2,CDI,EU/EEA,Female,47,3,28.47
2011-08-09,2011,221,2,HAP,EU/EEA,Female,136,5,93.59
2011-08-09,2011,221,2,SSI,EU/EEA,Female,105,3,34.31
2011-08-09,2011,221,2,UTI,EU/EEA,Female,335,6,109.91
2011-08-09,2011,221,2,BSI,EU/EEA,Male,43,6,97.04
2011-08-09,2011,221,2,CDI,EU/EEA,Male,47,3,28.47
2011-08-09,2011,221,2,HAP,EU/EEA,Male,167,7,114.39
2011-08-09,2011,221,2,SSI,EU/EEA,Male,158,4,51.47
2011-08-09,2011,221,2,UTI,EU/EEA,Male,363,7,119.07
2011-08-09,2011,221,2,BSI,Germany,Female,28,4,63.89
2011-08-09,2011,221,2,CDI,Germany,Female,42,2,25.89
2011-08-09,2011,221,2,HAP,Germany,Female,124,5,85.07
2011-08-09,2011,221,2,SSI,Germany,Female,96,3,31.2
2011-08-09,2011,221,2,UTI,Germany,Female,305,6,99.91
2011-08-09,2011,221,2,BSI,Germany,Male,39,6,88.21
2011-08-09,2011,221,2,CDI,Germany,Male,42,2,25.89
2011-08-09,2011,221,2,HAP,Germany,Male,151,6,103.99
2011-08-09,2011,221,2,SSI,Germany,Male,144,4,46.8
2011-08-09,2011,221,2,UTI,Germany,Male,330,6,108.24
2011-08-10,2011,222,3,BSI,EU/EEA,Female,31,5,71.68
2011-08-10,2011,222,3,CDI,EU/EEA,Female,48,3,29.04
2011-08-10,2011,222,3,HAP,EU/EEA,Female,139,5,95.46
2011-08-10,2011,222,3,SSI,EU/EEA,Female,108,3,35
2011-08-10,2011,222,3,UTI,EU/EEA,Female,342,6,112.11
2011-08-10,2011,222,3,BSI,EU/EEA,Male,43,7,98.98
2011-08-10,2011,222,3,CDI,EU/EEA,Male,48,3,29.04
2011-08-10,2011,222,3,HAP,EU/EEA,Male,170,7,116.67
2011-08-10,2011,222,3,SSI,EU/EEA,Male,161,4,52.5
